,Index,Lender name,Rate type,Initial rate,Initial Period,Ongoing rate,Ending Loan,Interest Paid,Capital Paid,Overpayments,Fee,Total costs (excl. capital)
0,488,Platform,Fixed,2.14,36,4.74,71474.78672326692,11474.786723266894,27525.213276733077,16047.61635778189,999.0,12473.786723266894
0,23,HSBC,Fixed,1.69,24,5.0,70475.57741347533,10475.577413475377,28524.42258652467,17083.042179921682,1999.0,12474.577413475377
0,431,HSBC,Fixed,1.69,24,5.0,70475.57741347533,10475.577413475377,28524.42258652467,17083.042179921682,1999.0,12474.577413475377
0,620,Skipton Building Society,Fixed,2.68,60,4.94,71494.96364403247,11494.963644032421,27505.03635596753,14970.150475452363,995.0,12489.963644032421
0,280,State Bank of India,Fixed,2.9,60,4.49,72513.02149515088,12513.021495150875,26486.978504849118,14275.939179723437,0.0,12513.021495150875
0,680,State Bank of India,Fixed,2.9,60,4.49,72513.02149515088,12513.021495150875,26486.978504849118,14275.939179723437,0.0,12513.021495150875
0,221,TSB,Fixed,2.69,60,4.84,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,995.0,12535.982873254912
0,222,TSB Intermediary ,Fixed,2.69,60,4.84,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,995.0,12535.982873254912
0,625,Royal Bank of Scotland,Fixed,2.69,60,3.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,995.0,12535.982873254912
0,626,Royal Bank of Scotland Intermediaries,Fixed,2.69,60,3.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,995.0,12535.982873254912
0,627,NatWest,Fixed,2.69,60,4.49,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,995.0,12535.982873254912
0,628,NatWest Intermediary Solutions,Fixed,2.69,60,4.49,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,995.0,12535.982873254912
0,630,TSB,Fixed,2.69,60,4.84,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,995.0,12535.982873254912
0,631,TSB Intermediary ,Fixed,2.69,60,4.84,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,995.0,12535.982873254912
0,506,Post Office,Fixed,2.22,36,4.99,71856.86674835502,11856.866748355009,27143.133251644977,15780.166492555098,690.0,12546.866748355009
0,20,BM Solutions,Fixed,1.65,24,4.84,70276.16921427449,10276.169214274547,28723.830785725513,17222.832321326372,2290.0,12566.169214274547
0,426,BM Solutions,Fixed,1.65,24,4.84,70276.16921427449,10276.169214274547,28723.830785725513,17222.832321326372,2290.0,12566.169214274547
0,637,Virgin Money Intermediary,Fixed,2.7,60,4.99,71587.02641439701,11587.026414397005,27412.973585602987,14907.50123207784,995.0,12582.026414397005
0,205,BM Solutions,Fixed,2.64,60,4.84,71311.12960353395,11311.129603533956,27688.870396466053,15095.171246995427,1290.0,12601.129603533956
0,11,Barclays,Fixed,1.55,24,4.99,69858.22381167744,9858.22381167747,29141.77618832256,17509.285701269444,2750.0,12608.22381167747
0,25,The Mortgage Works,Fixed,1.74,24,4.49,70623.03454142126,10623.034541421259,28376.965458578736,16986.089992181314,1995.0,12618.034541421259
0,167,Platform,Fixed,2.49,60,4.74,70625.20143632454,10625.201436324545,28374.79856367546,15560.690204501125,1999.0,12624.201436324545
0,168,HSBC,Fixed,2.49,60,5.0,70625.20143632454,10625.201436324545,28374.79856367546,15560.690204501125,1999.0,12624.201436324545
0,574,Platform,Fixed,2.49,60,4.74,70625.20143632454,10625.201436324545,28374.79856367546,15560.690204501125,1999.0,12624.201436324545
0,575,HSBC,Fixed,2.49,60,5.0,70625.20143632454,10625.201436324545,28374.79856367546,15560.690204501125,1999.0,12624.201436324545
0,230,Royal Bank of Scotland Intermediaries,Fixed,2.71,60,3.99,71633.09427960907,11633.094279609053,27366.905720390932,14876.141935488587,995.0,12628.094279609053
0,231,NatWest Intermediary Solutions,Fixed,2.71,60,4.49,71633.09427960907,11633.094279609053,27366.905720390932,14876.141935488587,995.0,12628.094279609053
0,43,BM Solutions,Fixed,1.89,24,4.84,71339.87755136094,11339.877551360942,27660.122448639057,16483.533643774594,1290.0,12629.877551360942
0,24,Skipton Building Society,Fixed,1.73,24,4.94,70643.71280165434,10643.712801654337,28356.287198345657,16967.195107647232,1995.0,12638.712801654337
0,432,Skipton Building Society,Fixed,1.73,24,4.94,70643.71280165434,10643.712801654337,28356.287198345657,16967.195107647232,1995.0,12638.712801654337
0,170,Skipton Building Society,Fixed,2.5,60,4.94,70670.76103986251,10670.761039862531,28329.23896013749,15529.818610227514,1995.0,12665.761039862531
0,578,Skipton Building Society,Fixed,2.5,60,4.94,70670.76103986251,10670.761039862531,28329.23896013749,15529.818610227514,1995.0,12665.761039862531
0,48,Virgin Money,Fixed,1.96,24,4.99,71674.49204527948,11674.492045279514,27325.507954720524,16247.800633012057,995.0,12669.492045279514
0,453,Virgin Money,Fixed,1.96,24,4.99,71674.49204527948,11674.492045279514,27325.507954720524,16247.800633012057,995.0,12669.492045279514
0,99,Royal Bank of Scotland,Fixed,2.22,24,3.99,72698.16485781783,12698.164857817803,26301.83514218217,15533.493372927964,0.0,12698.164857817803
0,281,Leeds Building Society ,Fixed,2.94,60,5.99,72699.39665698366,12699.396656983692,26300.603343016337,14148.525538176558,0.0,12699.396656983692
0,683,Skipton Building Society,Fixed,2.94,60,4.94,72699.39665698366,12699.396656983692,26300.603343016337,14148.525538176558,0.0,12699.396656983692
0,684,Leeds Building Society ,Fixed,2.94,60,5.99,72699.39665698366,12699.396656983692,26300.603343016337,14148.525538176558,0.0,12699.396656983692
0,662,Post Office,Fixed,2.84,60,4.99,72234.19555691302,12234.195556913002,26765.804443086978,14466.373029476516,490.0,12724.195556913002
0,71,BM Solutions,Fixed,2.09,24,4.84,72236.31994606937,12236.319946069383,26763.680053930628,15854.332835585714,495.0,12731.319946069383
0,686,Principality Building Society,Fixed,2.95,60,4.9,72746.05196034833,12746.051960348286,26253.948039651674,14116.615020455696,0.0,12746.051960348286
0,236,The Mortgage Works,Fixed,2.74,60,4.49,71771.44394125805,11771.443941258061,27228.556058741946,14781.925482581984,995.0,12766.443941258061
0,237,Virgin Money Intermediary,Fixed,2.74,60,4.99,71771.44394125805,11771.443941258061,27228.556058741946,14781.925482581984,995.0,12766.443941258061
0,642,The Mortgage Works,Fixed,2.74,60,4.49,71771.44394125805,11771.443941258061,27228.556058741946,14781.925482581984,995.0,12766.443941258061
0,149,Skipton Building Society,Fixed,2.42,36,4.94,72769.55949723852,12769.559497238486,26230.440502761485,15141.099106044163,0.0,12769.559497238486
0,552,Skipton Building Society,Fixed,2.42,36,4.94,72769.55949723852,12769.559497238486,26230.440502761485,15141.099106044163,0.0,12769.559497238486
0,239,Metro Bank,Fixed,2.74,60,4.5,71771.44394125805,11771.443941258061,27228.556058741946,14781.925482581984,999.0,12770.443941258061
0,240,Leeds Building Society ,Fixed,2.74,60,5.99,71771.44394125805,11771.443941258061,27228.556058741946,14781.925482581984,999.0,12770.443941258061
0,645,Leeds Building Society ,Fixed,2.74,60,5.99,71771.44394125805,11771.443941258061,27228.556058741946,14781.925482581984,999.0,12770.443941258061
0,100,NatWest,Fixed,2.22,24,4.49,72772.13648863907,12772.136488639098,26227.863511360934,15478.347038751877,0.0,12772.136488639098
0,512,Royal Bank of Scotland,Fixed,2.24,24,3.99,72788.7805781177,12788.780578117668,26211.2194218823,15469.231078577039,0.0,12788.780578117668
0,54,Platform,Fixed,1.99,36,4.74,70796.6943851597,10796.694385159757,28203.305614840297,16517.981353386807,1999.0,12795.694385159757
0,456,Skipton Building Society,Fixed,1.99,24,4.94,71801.57752644015,11801.57752644016,27198.422473559855,16159.175492713208,995.0,12796.57752644016
0,32,The Mortgage Works,Fixed,1.79,24,4.49,70844.44826295362,10844.44826295358,28155.55173704638,16832.239373035165,1980.0,12824.44826295358
0,438,The Mortgage Works,Fixed,1.79,24,4.49,70844.44826295362,10844.44826295358,28155.55173704638,16832.239373035165,1980.0,12824.44826295358
0,56,Royal Bank of Scotland Intermediaries,Fixed,2.03,24,3.99,71841.91477292214,11841.914772922162,27158.085227077856,16138.01555622385,995.0,12836.914772922162
0,439,The Mortgage Works,Fixed,1.79,24,4.49,70844.44826295362,10844.44826295358,28155.55173704638,16832.239373035165,1995.0,12839.44826295358
0,150,Platform,Fixed,2.44,36,4.74,72846.93544491798,12846.935444917961,26153.06455508202,15087.555732340512,0.0,12846.935444917961
0,45,Principality Building Society,Discount,1.9,24,4.9,72851.44957271514,12851.449572715153,26148.550427284863,15926.60066062038,0.0,12851.449572715153
0,513,NatWest,Fixed,2.24,24,4.49,72862.83071715708,12862.830717157083,26137.169282842922,15414.029658010886,0.0,12862.830717157083
0,21,Platform,Tracker,1.69,24,4.74,71873.08581737622,11873.085817376254,27126.914182623776,16626.829762594272,999.0,12872.085817376254
0,428,Platform,Tracker,1.69,24,4.74,71873.08581737622,11873.085817376254,27126.914182623776,16626.829762594272,999.0,12872.085817376254
0,34,Godiva Mortgages Limited,Fixed,1.79,24,4.74,70880.6118107961,10880.611810796094,28119.388189203906,16804.747216470532,1999.0,12879.611810796094
0,284,NatWest,Fixed,2.98,60,4.49,72886.16569816704,12886.165698166995,26113.83430183296,14020.746604193924,0.0,12886.165698166995
0,691,Royal Bank of Scotland Intermediaries,Fixed,2.98,60,3.99,72886.16569816704,12886.165698166995,26113.83430183296,14020.746604193924,0.0,12886.165698166995
0,692,NatWest,Fixed,2.98,60,4.49,72886.16569816704,12886.165698166995,26113.83430183296,14020.746604193924,0.0,12886.165698166995
0,693,NatWest Intermediary Solutions,Fixed,2.98,60,4.49,72886.16569816704,12886.165698166995,26113.83430183296,14020.746604193924,0.0,12886.165698166995
0,33,TSB Intermediary ,Fixed,1.79,24,4.84,70895.0795322324,10895.079532232381,28104.920467767603,16793.6581607702,1995.0,12890.079532232381
0,440,TSB Intermediary ,Fixed,1.79,24,4.84,70895.0795322324,10895.079532232381,28104.920467767603,16793.6581607702,1995.0,12890.079532232381
0,590,Virgin Money Intermediary,Fixed,2.55,60,4.99,70898.92053104172,10898.920531041713,28101.079468958284,15375.110860633564,1995.0,12893.920531041713
0,682,BM Solutions,Fixed,2.92,60,4.84,72606.15989031803,12606.159890318033,26393.840109681973,14212.278069030004,295.0,12901.159890318033
0,244,Royal Bank of Scotland,Fixed,2.77,60,3.99,71910.01295751866,11910.012957518675,27089.98704248134,14687.501425373155,995.0,12905.012957518675
0,245,NatWest,Fixed,2.77,60,4.49,71910.01295751866,11910.012957518675,27089.98704248134,14687.501425373155,995.0,12905.012957518675
0,155,Barclays,Fixed,2.45,36,4.99,72911.53215335024,12911.532153350272,26088.467846649757,15040.993721518678,0.0,12911.532153350272
0,638,Post Office,Fixed,2.73,60,4.99,71725.30303087443,11725.303030874415,27274.696969125565,14813.354049327143,1190.0,12915.303030874415
0,473,Royal Bank of Scotland Intermediaries,Fixed,2.05,24,3.99,71931.65563994915,11931.655639949166,27068.344360050847,16074.889849780642,995.0,12926.655639949166
0,285,Royal Bank of Scotland Intermediaries,Fixed,2.99,60,3.99,72932.91959438236,12932.919594382342,26067.080405617642,13988.744885167796,0.0,12932.919594382342
0,286,NatWest Intermediary Solutions,Fixed,2.99,60,4.49,72932.91959438236,12932.919594382342,26067.080405617642,13988.744885167796,0.0,12932.919594382342
0,287,Accord Mortgages,Fixed,2.99,60,4.99,72932.91959438236,12932.919594382342,26067.080405617642,13988.744885167796,0.0,12932.919594382342
0,288,The Mortgage Works,Fixed,2.99,60,4.99,72932.91959438236,12932.919594382342,26067.080405617642,13988.744885167796,0.0,12932.919594382342
0,694,Royal Bank of Scotland Intermediaries,Fixed,2.99,60,3.99,72932.91959438236,12932.919594382342,26067.080405617642,13988.744885167796,0.0,12932.919594382342
0,695,Accord Mortgages,Fixed,2.99,60,4.99,72932.91959438236,12932.919594382342,26067.080405617642,13988.744885167796,0.0,12932.919594382342
0,696,The Mortgage Works,Fixed,2.99,60,4.99,72932.91959438236,12932.919594382342,26067.080405617642,13988.744885167796,0.0,12932.919594382342
0,5,Platform,Tracker,1.49,24,4.74,70951.35111017355,10951.35111017352,28048.64888982645,17279.59011573764,1999.0,12950.35111017352
0,413,Platform,Tracker,1.49,24,4.74,70951.35111017355,10951.35111017352,28048.64888982645,17279.59011573764,1999.0,12950.35111017352
0,96,Post Office,Fixed,2.2,24,4.99,72755.46157914154,12755.46157914155,26244.53842085846,15486.10096699413,195.0,12950.46157914155
0,501,Post Office,Fixed,2.2,24,4.99,72755.46157914154,12755.46157914155,26244.53842085846,15486.10096699413,195.0,12950.46157914155
0,248,NatWest Intermediary Solutions,Fixed,2.78,60,4.49,71956.2514319281,11956.251431928093,27043.748568071896,14655.980659090776,995.0,12951.251431928093
0,649,Skipton Building Society,Fixed,2.78,60,4.94,71956.2514319281,11956.251431928093,27043.748568071896,14655.980659090776,995.0,12951.251431928093
0,113,Barclays,Fixed,2.25,24,4.99,72982.33564327136,12982.335643271348,26017.664356728637,15325.24245777193,0.0,12982.335643271348
0,517,Barclays,Fixed,2.25,24,4.99,72982.33564327136,12982.335643271348,26017.664356728637,15325.24245777193,0.0,12982.335643271348
0,495,BM Solutions,Fixed,2.19,24,4.84,72687.98641731885,12687.98641731889,26312.013582681146,15535.24683404585,295.0,12982.98641731889
0,58,Skipton Building Society,Fixed,2.03,36,4.94,70991.4644423381,10991.46444233806,28008.535557661904,16382.134732629429,1995.0,12986.46444233806
0,464,Skipton Building Society,Fixed,2.03,36,4.94,70991.4644423381,10991.46444233806,28008.535557661904,16382.134732629429,1995.0,12986.46444233806
0,250,The Mortgage Works,Fixed,2.79,60,4.49,72002.51432782318,12002.51432782318,26997.485672176816,14624.436871840224,995.0,12997.51432782318
0,252,Virgin Money,Fixed,2.79,60,4.99,72002.51432782318,12002.51432782318,26997.485672176816,14624.436871840224,995.0,12997.51432782318
0,651,The Mortgage Works,Fixed,2.79,60,4.49,72002.51432782318,12002.51432782318,26997.485672176816,14624.436871840224,995.0,12997.51432782318
0,653,Virgin Money,Fixed,2.79,60,4.99,72002.51432782318,12002.51432782318,26997.485672176816,14624.436871840224,995.0,12997.51432782318
0,656,Accord Mortgages,Fixed,2.8,60,4.99,72048.80165740743,12048.801657407446,26951.198342592572,14592.870075258936,950.0,12998.801657407446
0,526,Royal Bank of Scotland Intermediaries,Fixed,2.29,24,3.99,73015.72501184515,13015.725011845117,25984.27498815485,15308.051037602698,0.0,13015.725011845117
0,469,Platform,Fixed,2.04,36,4.74,71022.1377687654,11022.13776876539,27977.862231234598,16361.908584028166,1999.0,13021.13776876539
0,632,Accord Mortgages,Fixed,2.69,60,4.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,1495.0,13035.982873254912
0,67,Godiva Mortgages Limited,Fixed,2.05,24,4.74,72041.62930960314,12041.629309603204,26958.370690396856,15992.361287279138,999.0,13040.629309603204
0,657,NatWest Intermediary Solutions,Fixed,2.8,60,4.49,72048.80165740743,12048.801657407446,26951.198342592572,14592.870075258936,995.0,13043.801657407446
0,118,NatWest Intermediary Solutions,Fixed,2.28,24,4.49,73044.49716903573,13044.497169035758,25955.502830964266,15285.03517910919,0.0,13044.497169035758
0,91,HSBC,Fixed,2.19,24,5.0,72711.63430549386,12711.634305493866,26288.365694506138,15517.04092101958,349.0,13060.634305493866
0,496,HSBC,Fixed,2.19,24,5.0,72711.63430549386,12711.634305493866,26288.365694506138,15517.04092101958,349.0,13060.634305493866
0,190,The Mortgage Works,Fixed,2.59,60,4.49,71081.88261548926,11081.8826154893,27918.11738451074,15250.925572863227,1980.0,13061.8826154893
0,598,The Mortgage Works,Fixed,2.59,60,4.49,71081.88261548926,11081.8826154893,27918.11738451074,15250.925572863227,1980.0,13061.8826154893
0,192,The Mortgage Works,Fixed,2.59,60,4.49,71081.88261548926,11081.8826154893,27918.11738451074,15250.925572863227,1995.0,13076.8826154893
0,600,The Mortgage Works,Fixed,2.59,60,4.49,71081.88261548926,11081.8826154893,27918.11738451074,15250.925572863227,1995.0,13076.8826154893
0,562,Platform,Fixed,2.49,36,4.74,73077.71331271213,13077.713312712138,25922.286687287866,14925.038578433148,0.0,13077.713312712138
0,195,Godiva Mortgages Limited,Fixed,2.59,60,4.74,71081.88261548926,11081.8826154893,27918.11738451074,15250.925572863227,1999.0,13080.8826154893
0,196,HSBC,Fixed,2.59,60,5.0,71081.88261548926,11081.8826154893,27918.11738451074,15250.925572863227,1999.0,13080.8826154893
0,198,Leeds Building Society ,Fixed,2.59,60,5.99,71081.88261548926,11081.8826154893,27918.11738451074,15250.925572863227,1999.0,13080.8826154893
0,603,HSBC,Fixed,2.59,60,5.0,71081.88261548926,11081.8826154893,27918.11738451074,15250.925572863227,1999.0,13080.8826154893
0,604,Leeds Building Society ,Fixed,2.59,60,5.99,71081.88261548926,11081.8826154893,27918.11738451074,15250.925572863227,1999.0,13080.8826154893
0,158,TSB,Fixed,2.49,36,4.84,73085.12478908067,13085.12478908073,25914.87521091933,14919.400324540891,0.0,13085.12478908073
0,159,TSB Intermediary ,Fixed,2.49,36,4.84,73085.12478908067,13085.12478908073,25914.87521091933,14919.400324540891,0.0,13085.12478908073
0,563,TSB,Fixed,2.49,36,4.84,73085.12478908067,13085.12478908073,25914.87521091933,14919.400324540891,0.0,13085.12478908073
0,564,TSB Intermediary ,Fixed,2.49,36,4.84,73085.12478908067,13085.12478908073,25914.87521091933,14919.400324540891,0.0,13085.12478908073
0,527,NatWest Intermediary Solutions,Fixed,2.29,24,4.49,73089.97176281484,13089.97176281482,25910.028237185164,15252.711593945849,0.0,13089.97176281482
0,246,Post Office,Fixed,2.77,60,4.99,71910.01295751866,11910.012957518675,27089.98704248134,14687.501425373155,1190.0,13100.012957518675
0,648,BM Solutions,Fixed,2.76,60,4.84,71863.79889239733,11863.798892397346,27136.20110760267,14718.999159087933,1290.0,13153.798892397346
0,124,Godiva Mortgages Limited,Fixed,2.29,36,4.74,72158.18732606214,12158.187326062092,26841.812673937864,15570.808922450513,999.0,13157.187326062092
0,122,TSB,Fixed,2.29,36,4.84,72165.51987382375,12165.519873823703,26834.480126176248,15565.22684848249,995.0,13160.519873823703
0,123,TSB Intermediary ,Fixed,2.29,36,4.84,72165.51987382375,12165.519873823703,26834.480126176248,15565.22684848249,995.0,13160.519873823703
0,530,TSB,Fixed,2.29,36,4.84,72165.51987382375,12165.519873823703,26834.480126176248,15565.22684848249,995.0,13160.519873823703
0,531,TSB Intermediary ,Fixed,2.29,36,4.84,72165.51987382375,12165.519873823703,26834.480126176248,15565.22684848249,995.0,13160.519873823703
0,532,Virgin Money Intermediary,Fixed,2.29,36,4.99,72176.51869546619,12176.51869546612,26823.48130453381,15556.80551659358,995.0,13171.51869546612
0,427,Barclays,Fixed,1.68,24,4.99,70429.99780604131,10429.997806041267,28570.002193958688,17114.71565426142,2750.0,13179.997806041267
0,659,NatWest,Fixed,2.83,60,4.49,72187.81037041888,12187.810370418889,26812.189629581117,14498.031746369768,995.0,13182.810370418889
0,261,Accord Mortgages,Fixed,2.84,60,4.99,72234.19555691302,12234.195556913002,26765.804443086978,14466.373029476516,950.0,13184.195556913002
0,214,Post Office,Fixed,2.68,60,4.99,71494.96364403247,11494.963644032421,27505.03635596753,14970.150475452363,1690.0,13184.963644032421
0,126,Principality Building Society,Fixed,2.3,24,4.9,73196.4093772342,13196.409377234168,25803.590622765798,15173.942592449359,0.0,13196.409377234168
0,305,Virgin Money,Fixed,3.05,60,4.99,73213.9616624343,13213.961662434323,25786.038337565697,13796.2568404234,0.0,13213.961662434323
0,714,Virgin Money,Fixed,3.05,60,4.99,73213.9616624343,13213.961662434323,25786.038337565697,13796.2568404234,0.0,13213.961662434323
0,74,The Mortgage Works,Fixed,2.09,36,4.49,71230.03203039267,11230.032030392724,27769.96796960733,16218.823740833406,1995.0,13225.032030392724
0,479,The Mortgage Works,Fixed,2.09,36,4.49,71230.03203039267,11230.032030392724,27769.96796960733,16218.823740833406,1995.0,13225.032030392724
0,262,State Bank of India,Fixed,2.84,60,4.49,72234.19555691302,12234.195556913002,26765.804443086978,14466.373029476516,995.0,13229.195556913002
0,263,The Mortgage Works,Fixed,2.84,60,4.99,72234.19555691302,12234.195556913002,26765.804443086978,14466.373029476516,995.0,13229.195556913002
0,663,State Bank of India,Fixed,2.84,60,4.49,72234.19555691302,12234.195556913002,26765.804443086978,14466.373029476516,995.0,13229.195556913002
0,664,The Mortgage Works,Fixed,2.84,60,4.99,72234.19555691302,12234.195556913002,26765.804443086978,14466.373029476516,995.0,13229.195556913002
0,77,Royal Bank of Scotland,Fixed,2.12,24,3.99,72246.47149269875,12246.47149269871,26753.52850730125,15853.008675808887,995.0,13241.47149269871
0,484,Royal Bank of Scotland,Fixed,2.12,24,3.99,72246.47149269875,12246.47149269871,26753.52850730125,15853.008675808887,995.0,13241.47149269871
0,75,TSB Intermediary ,Fixed,2.09,36,4.84,71255.42248163714,11255.422481637142,27744.577518362858,16199.593733563292,1995.0,13250.422481637142
0,481,TSB Intermediary ,Fixed,2.09,36,4.84,71255.42248163714,11255.422481637142,27744.577518362858,16199.593733563292,1995.0,13250.422481637142
0,201,Virgin Money Intermediary,Fixed,2.63,60,4.99,71265.23175185769,11265.231751857735,27734.76824814231,15126.368517113515,1995.0,13260.231751857735
0,581,Barclays,Fixed,2.53,36,4.99,73281.33595319978,13281.335953199767,25718.664046800215,14780.336459138096,0.0,13281.335953199767
0,206,The Mortgage Works,Fixed,2.64,60,4.49,71311.12960353395,11311.129603533956,27688.870396466053,15095.171246995427,1995.0,13306.129603533956
0,613,The Mortgage Works,Fixed,2.64,60,4.49,71311.12960353395,11311.129603533956,27688.870396466053,15095.171246995427,1995.0,13306.129603533956
0,716,Royal Bank of Scotland,Fixed,3.07,60,3.99,73307.8402445337,13307.84024453376,25692.159755466302,13731.912464173327,0.0,13307.84024453376
0,29,Virgin Money,Tracker,1.79,24,4.99,72337.6197117936,12337.619711793586,26662.380288206405,16295.288990932035,995.0,13332.619711793586
0,436,Virgin Money,Tracker,1.79,24,4.99,72337.6197117936,12337.619711793586,26662.380288206405,16295.288990932035,995.0,13332.619711793586
0,457,Furness Building Society,Fixed,1.99,24,5.54,71889.34649922012,11889.346499220117,27110.65350077988,16090.584369689896,1495.0,13384.346499220117
0,135,Platform,Fixed,2.34,36,4.74,72387.17391748431,12387.173917484319,26612.82608251569,15410.440843113574,999.0,13386.173917484319
0,133,TSB,Fixed,2.34,36,4.84,72394.52612251724,12394.526122517218,26605.473877482757,15404.84478844955,995.0,13389.526122517218
0,134,TSB Intermediary ,Fixed,2.34,36,4.84,72394.52612251724,12394.526122517218,26605.473877482757,15404.84478844955,995.0,13389.526122517218
0,539,TSB,Fixed,2.34,36,4.84,72394.52612251724,12394.526122517218,26605.473877482757,15404.84478844955,995.0,13389.526122517218
0,540,TSB Intermediary ,Fixed,2.34,36,4.84,72394.52612251724,12394.526122517218,26605.473877482757,15404.84478844955,995.0,13389.526122517218
0,137,Godiva Mortgages Limited,Fixed,2.35,24,4.74,73400.56157635091,13400.561576350876,25599.438423649088,15029.874888709193,0.0,13400.561576350876
0,306,Barclays,Fixed,3.09,60,4.99,73401.81793782044,13401.817937820482,25598.182062179563,13667.477407277667,0.0,13401.817937820482
0,307,The Mortgage Works,Fixed,3.09,60,4.99,73401.81793782044,13401.817937820482,25598.182062179563,13667.477407277667,0.0,13401.817937820482
0,717,Barclays,Fixed,3.09,60,4.99,73401.81793782044,13401.817937820482,25598.182062179563,13667.477407277667,0.0,13401.817937820482
0,718,The Mortgage Works,Fixed,3.09,60,4.99,73401.81793782044,13401.817937820482,25598.182062179563,13667.477407277667,0.0,13401.817937820482
0,268,Royal Bank of Scotland,Fixed,2.88,60,3.99,72419.98137326201,12419.981373261995,26580.01862673799,14339.508773855387,995.0,13414.981373261995
0,669,Royal Bank of Scotland,Fixed,2.88,60,3.99,72419.98137326201,12419.981373261995,26580.01862673799,14339.508773855387,995.0,13414.981373261995
0,605,BM Solutions,Fixed,2.6,60,4.84,71127.68358323797,11127.683583237982,27872.316416762027,15219.821134739585,2290.0,13417.683583237982
0,120,BM Solutions,Fixed,2.29,24,4.84,73141.9645544946,13141.96455449461,25858.035445505404,15213.164389193313,295.0,13436.96455449461
0,125,BM Solutions,Fixed,2.29,36,4.84,72165.51987382375,12165.519873823703,26834.480126176248,15565.22684848249,1290.0,13455.519873823703
0,533,BM Solutions,Fixed,2.29,36,4.84,72165.51987382375,12165.519873823703,26834.480126176248,15565.22684848249,1290.0,13455.519873823703
0,277,Godiva Mortgages Limited,Fixed,2.89,60,4.74,72466.4891561817,12466.489156181704,26533.510843818294,14307.735422363832,999.0,13465.489156181704
0,84,TSB Intermediary ,Fixed,2.14,36,4.84,71482.06059703541,11482.06059703538,27517.939402964592,16042.075969981186,1995.0,13477.06059703538
0,490,TSB Intermediary ,Fixed,2.14,36,4.84,71482.06059703541,11482.06059703538,27517.939402964592,16042.075969981186,1995.0,13477.06059703538
0,224,Barclays,Fixed,2.69,60,4.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,1950.0,13490.982873254912
0,633,Barclays,Fixed,2.69,60,4.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,1950.0,13490.982873254912
0,255,Accord Mortgages,Fixed,2.79,60,4.99,72002.51432782318,12002.51432782318,26997.485672176816,14624.436871840224,1495.0,13497.51432782318
0,225,The Mortgage Works,Fixed,2.69,60,4.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,1980.0,13520.982873254912
0,634,The Mortgage Works,Fixed,2.69,60,4.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,1980.0,13520.982873254912
0,115,Furness Building Society,Fixed,2.25,36,5.54,72033.96078451684,12033.960784516783,26966.039215483164,15653.31051885754,1495.0,13528.960784516783
0,520,Furness Building Society,Fixed,2.25,36,5.54,72033.96078451684,12033.960784516783,26966.039215483164,15653.31051885754,1495.0,13528.960784516783
0,226,The Mortgage Works,Fixed,2.69,60,4.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,1995.0,13535.982873254912
0,227,Virgin Money,Fixed,2.69,60,4.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,1995.0,13535.982873254912
0,635,The Mortgage Works,Fixed,2.69,60,4.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,1995.0,13535.982873254912
0,636,Virgin Money,Fixed,2.69,60,4.99,71540.98287325448,11540.982873254912,27459.017126745515,14938.837415841554,1995.0,13535.982873254912
0,138,Virgin Money Intermediary,Fixed,2.38,36,4.99,72589.21188851906,12589.211888519087,26410.788111480942,15267.564105826472,995.0,13584.211888519087
0,31,Hinckley & Rugby Building Society,Discount,1.79,24,5.89,72337.6197117936,12337.619711793586,26662.380288206405,16295.288990932035,1249.0,13586.619711793586
0,437,Hinckley & Rugby Building Society,Discount,1.79,24,5.89,72337.6197117936,12337.619711793586,26662.380288206405,16295.288990932035,1249.0,13586.619711793586
0,141,The Mortgage Works,Fixed,2.39,36,4.49,72598.32635536157,12598.326355361647,26401.67364463843,15263.267477358464,995.0,13593.326355361647
0,545,The Mortgage Works,Fixed,2.39,36,4.49,72598.32635536157,12598.326355361647,26401.67364463843,15263.267477358464,995.0,13593.326355361647
0,143,Metro Bank,Fixed,2.39,36,4.5,72599.06354657593,12599.063546575975,26400.936453424074,15262.71419263737,999.0,13598.063546575975
0,547,Metro Bank,Fixed,2.39,36,4.5,72599.06354657593,12599.063546575975,26400.936453424074,15262.71419263737,999.0,13598.063546575975
0,549,Platform,Fixed,2.39,36,4.74,72616.75613571973,12616.756135719768,26383.243864280274,15249.356469711562,999.0,13615.756135719768
