,Index,InputParameteres,Lender name,Rate type,Initial rate,Initial Period,Ongoing rate,Ending Loan,Interest Paid,Capital Paid,Overpayments,Fee,Total costs (excl. capital)
0,0,"{'PropertyPrice': 500000, 'InitialLoan': 445000, 'MortTerm': 24, 'OverpayTypeDiff': False, 'OverpayForce': True, 'overpayPeriod': 'Annual', 'inputLoc': 236}",The Mortgage Works,Fixed,2.74,60,4.49,371978.563414644,56417.585235360035,73021.43658535602,20580,995.0,57412.585235360035
