,CapitalPaid,CapitalPaymentDue,DealNum,FeePaid,Fees,InterestDue,InterestRate,LTV,Loan,Month,OverpaymentPaid,PropertyPrice,RemainingTerm,num
44,200.101813081,-395.299887076,1,0,0,195.198073995,0.0258,0.532880588501,90589.7000452,44,0,170000,316,3.0
45,200.532031979,-395.299887076,1,0,0,194.767855097,0.0258,0.531700988313,90389.1680132,45,0,170000,315,3.0
46,200.963175847,-395.299887076,1,0,0,194.336711228,0.0258,0.530518851985,90188.2048374,46,0,170000,314,3.0
47,201.395246676,-395.299887076,1,0,0,193.9046404,0.0258,0.529334174063,89986.8095907,47,0,170000,313,3.0
48,201.828246456,-395.299887076,1,0,0,193.47164062,0.0258,0.528146949084,89784.9813442,48,0,170000,312,3.0
49,202.262177186,-395.299887076,1,0,0,193.03770989,0.0258,0.526957171571,89582.7191671,49,0,170000,311,3.0
50,202.697040867,-395.299887076,1,0,0,192.602846209,0.0258,0.525764836036,89380.0221262,50,0,170000,310,3.0
51,203.132839505,-395.299887076,1,0,0,192.167047571,0.0258,0.52456993698,89176.8892867,51,0,170000,309,3.0
52,203.56957511,-395.299887076,1,0,0,191.730311966,0.0258,0.523372468892,88973.3197116,52,0,170000,308,3.0
53,204.007249696,-395.299887076,1,0,0,191.29263738,0.0258,0.522172426246,88769.3124619,53,0,170000,307,3.0
54,204.445865283,-395.299887076,1,0,0,190.854021793,0.0258,0.520969803509,88564.8665966,54,0,170000,306,3.0
55,204.885423893,-395.299887076,1,0,0,190.414463183,0.0258,0.519764595134,88359.9811727,55,0,170000,305,3.0
56,205.325927555,-395.299887076,1,0,0,189.973959521,0.0258,0.51855679556,88154.6552451,56,0,170000,304,3.0
57,205.767378299,-395.299887076,1,0,0,189.532508777,0.0258,0.517346399217,87948.8878668,57,0,170000,303,3.0
58,206.209778162,-395.299887076,1,0,0,189.090108914,0.0258,0.516133400522,87742.6780887,58,0,170000,302,3.0
59,206.653129185,-395.299887076,1,0,0,188.646757891,0.0258,0.514917793879,87536.0249595,59,0,170000,301,3.0
60,207.097433413,-395.299887076,1,0,0,188.202453663,0.0258,0.513699573683,87328.9275261,60,0,170000,300,3.0
0,0,-395.299887076,1,295.0,295.0,0,0.0258,0.5823529411764706,99000,0,0,170000,360,4.0
1,525.449887076,-395.299887076,1,0,0,212.85,0.0258,0.579262059488,98474.5501129,1,343,170000,359,4.0
2,526.579604333,-395.299887076,1,0,0,211.720282743,0.0258,0.576164532403,97947.9705086,2,343,170000,358,4.0
3,527.711750482,-395.299887076,1,0,0,210.588136593,0.0258,0.573060345636,97420.2587581,3,343,170000,357,4.0
4,528.846330746,-395.299887076,1,0,0,209.45355633,0.0258,0.569949484867,96891.4124274,4,343,170000,356,4.0
5,529.983350357,-395.299887076,1,0,0,208.316536719,0.0258,0.566831935747,96361.429077,5,343,170000,355,4.0
6,531.12281456,-395.299887076,1,0,0,207.177072516,0.0258,0.563707683897,95830.3062624,6,343,170000,354,4.0
7,532.264728612,-395.299887076,1,0,0,206.035158464,0.0258,0.560576714905,95298.0415338,7,343,170000,353,4.0
8,533.409097778,-395.299887076,1,0,0,204.890789298,0.0258,0.55743901433,94764.6324361,8,343,170000,352,4.0
9,534.555927338,-395.299887076,1,0,0,203.743959738,0.0258,0.554294567698,94230.0765087,9,343,170000,351,4.0
10,535.705222582,-395.299887076,1,0,0,202.594664494,0.0258,0.551143360507,93694.3712861,10,343,170000,350,4.0
11,536.856988811,-395.299887076,1,0,0,201.442898265,0.0258,0.54798537822,93157.5142973,11,343,170000,349,4.0
12,538.011231337,-395.299887076,1,0,0,200.288655739,0.0258,0.544820606271,92619.503066,12,343,170000,348,4.0
13,539.167955484,-395.299887076,1,0,0,199.131931592,0.0258,0.541649030062,92080.3351105,13,343,170000,347,4.0
14,540.327166588,-395.299887076,1,0,0,197.972720488,0.0258,0.538470634964,91540.0079439,14,343,170000,346,4.0
15,541.488869996,-395.299887076,1,0,0,196.811017079,0.0258,0.535285406317,90998.5190739,15,343,170000,345,4.0
16,542.653071067,-395.299887076,1,0,0,195.646816009,0.0258,0.532093329429,90455.8660029,16,343,170000,344,4.0
17,543.81977517,-395.299887076,1,0,0,194.480111906,0.0258,0.528894389575,89912.0462277,17,343,170000,343,4.0
18,544.988987686,-395.299887076,1,0,0,193.31089939,0.0258,0.525688572,89367.05724,18,343,170000,342,4.0
19,546.16071401,-395.299887076,1,0,0,192.139173066,0.0258,0.522475861918,88820.896526,19,343,170000,341,4.0
20,547.334959545,-395.299887076,1,0,0,190.964927531,0.0258,0.519256244508,88273.5615664,20,343,170000,340,4.0
21,548.511729708,-395.299887076,1,0,0,189.788157368,0.0258,0.516029704922,87725.0498367,21,343,170000,339,4.0
22,549.691029927,-395.299887076,1,0,0,188.608857149,0.0258,0.512796228275,87175.3588068,22,343,170000,338,4.0
23,550.872865641,-395.299887076,1,0,0,187.427021435,0.0258,0.509555799654,86624.4859412,23,343,170000,337,4.0
24,552.057242302,-395.299887076,1,0,0,186.242644774,0.0258,0.506308404111,86072.4286989,24,343,170000,336,4.0
25,553.244165373,-395.299887076,1,0,0,185.055721703,0.0258,0.503054026668,85519.1845335,25,343,170000,335,4.0
26,554.433640329,-395.299887076,1,0,0,183.866246747,0.0258,0.499792652313,84964.7508932,26,343,170000,334,4.0
27,555.625672656,-395.299887076,1,0,0,182.67421442,0.0258,0.496524266003,84409.1252205,27,343,170000,333,4.0
28,556.820267852,-395.299887076,1,0,0,181.479619224,0.0258,0.493248852663,83852.3049527,28,343,170000,332,4.0
29,558.017431428,-395.299887076,1,0,0,180.282455648,0.0258,0.489966397184,83294.2875212,29,343,170000,331,4.0
30,559.217168905,-395.299887076,1,0,0,179.082718171,0.0258,0.486676884425,82735.0703523,30,343,170000,330,4.0
31,560.419485818,-395.299887076,1,0,0,177.880401257,0.0258,0.483380299215,82174.6508665,31,343,170000,329,4.0
32,561.624387713,-395.299887076,1,0,0,176.675499363,0.0258,0.480076626346,81613.0264788,32,343,170000,328,4.0
33,562.831880147,-395.299887076,1,0,0,175.468006929,0.0258,0.47676585058,81050.1945986,33,343,170000,327,4.0
34,564.041968689,-395.299887076,1,0,0,174.257918387,0.0258,0.473447956647,80486.15263,34,343,170000,326,4.0
35,565.254658922,-395.299887076,1,0,0,173.045228154,0.0258,0.470122929241,79920.897971,35,343,170000,325,4.0
36,566.469956438,-395.299887076,1,0,0,171.829930638,0.0258,0.466790753027,79354.4280146,36,343,170000,324,4.0
37,567.687866845,-395.299887076,1,0,0,170.612020231,0.0258,0.463451412634,78786.7401477,37,343,170000,323,4.0
38,568.908395758,-395.299887076,1,0,0,169.391491318,0.0258,0.460104892659,78217.831752,38,343,170000,322,4.0
39,570.131548809,-395.299887076,1,0,0,168.168338267,0.0258,0.456751177666,77647.7002032,39,343,170000,321,4.0
40,571.357331639,-395.299887076,1,0,0,166.942555437,0.0258,0.453390252186,77076.3428715,40,343,170000,320,4.0
41,572.585749902,-395.299887076,1,0,0,165.714137174,0.0258,0.450022100716,76503.7571216,41,343,170000,319,4.0
42,573.816809264,-395.299887076,1,0,0,164.483077812,0.0258,0.44664670772,75929.9403124,42,343,170000,318,4.0
43,575.050515404,-395.299887076,1,0,0,163.249371672,0.0258,0.443264057629,75354.889797,43,343,170000,317,4.0
44,576.286874012,-395.299887076,1,0,0,162.013013063,0.0258,0.439874134841,74778.602923,44,343,170000,316,4.0
45,577.525890792,-395.299887076,1,0,0,160.773996284,0.0258,0.436476923719,74201.0770322,45,343,170000,315,4.0
46,578.767571457,-395.299887076,1,0,0,159.532315619,0.0258,0.433072408592,73622.3094607,46,343,170000,314,4.0
47,580.011921735,-395.299887076,1,0,0,158.287965341,0.0258,0.429660573759,73042.297539,47,343,170000,313,4.0
48,581.258947367,-395.299887076,1,0,0,157.040939709,0.0258,0.42624140348,72461.0385916,48,343,170000,312,4.0
49,582.508654104,-395.299887076,1,0,0,155.791232972,0.0258,0.422814881985,71878.5299375,49,343,170000,311,4.0
50,583.76104771,-395.299887076,1,0,0,154.538839366,0.0258,0.419380993469,71294.7688898,50,343,170000,310,4.0
51,585.016133963,-395.299887076,1,0,0,153.283753113,0.0258,0.415939722093,70709.7527558,51,343,170000,309,4.0
52,586.273918651,-395.299887076,1,0,0,152.025968425,0.0258,0.412491051983,70123.4788372,52,343,170000,308,4.0
53,587.534407576,-395.299887076,1,0,0,150.7654795,0.0258,0.409034967233,69535.9444296,53,343,170000,307,4.0
54,588.797606552,-395.299887076,1,0,0,149.502280524,0.0258,0.4055714519,68947.1468231,54,343,170000,306,4.0
55,590.063521406,-395.299887076,1,0,0,148.23636567,0.0258,0.40210049001,68357.0833016,55,343,170000,305,4.0
56,591.332157977,-395.299887076,1,0,0,146.967729099,0.0258,0.398622065551,67765.7511437,56,343,170000,304,4.0
57,592.603522117,-395.299887076,1,0,0,145.696364959,0.0258,0.39513616248,67173.1476216,57,343,170000,303,4.0
58,593.87761969,-395.299887076,1,0,0,144.422267386,0.0258,0.391642764717,66579.2700019,58,343,170000,302,4.0
59,595.154456572,-395.299887076,1,0,0,143.145430504,0.0258,0.388141856149,65984.1155453,59,343,170000,301,4.0
60,596.434038654,-395.299887076,1,0,0,141.865848422,0.0258,0.384633420627,65387.6815066,60,343,170000,300,4.0
